"id","name","specialization","degree","hospital_name","link"
561,"Dr. Ankit Gupta","Neonatology 
                                                    Paediatric Care","Neonatology Fellowship , NNF clinical fellowship Neonatology , MD paediatrics ( Gold Medal) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatrics/doctor/dr-ankit-gupta"
562,"Dr. Ankit Gupta","Neonatology 
                                                    Paediatric Care","Neonatology Fellowship , NNF clinical fellowship Neonatology , MD paediatrics ( Gold Medal) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neonatology-nicu/doctor/dr-ankit-gupta"
563,"Dr. Anuj Parkash","Lab & Pathology","M.D: Biochemistry , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/lab-pathology/doctor/dr-anuj-parkash"
564,"Dr. Carreen Pakrasi","Ophthalmology","M.D. (opthalmology) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/south-delhi/speciality/ophthalmology/doctor/dr-carreen-pakrasi"
565,"Dr. Deep Shikha","General Paediatrics 
                                                    Paediatric Care","M.D. (paediatrics) , MBBS , Certifications","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatrics/doctor/dr-deep-sikha"
566,"Dr. Deep Shikha","General Paediatrics 
                                                    Paediatric Care","M.D. (paediatrics) , MBBS , Certifications","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/general/doctor/dr-deep-sikha"
567,"Dr. Harsh Vardhan Puri","Lung Transplant","DNB Superspeciality Thoracic Surgery , DNB General Surgery , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/lung-transplantation-chest-surgery/doctor/dr-harsh-vardhan-puri"
568,"Dr. Kanika Singh","Medical Genetics  
                                                    Paediatric Care","DNB Super Specialty Medical Genetics , M.D. Paediatrics , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatrics/doctor/dr-kanika-singh"
569,"Dr. Kanika Singh","Medical Genetics  
                                                    Paediatric Care","DNB Super Specialty Medical Genetics , M.D. Paediatrics , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/genetics/doctor/dr-kanika-singh"
570,"Dr. Karan Ahluwalia","Critical Care Paediatrics (PICU) 
                                                    Paediatric Care","FNB (Paediatrics Intensive Care) , M.D.(Paediatrics) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatrics/doctor/dr-karan-ahluwalia"
571,"Dr. Karan Ahluwalia","Critical Care Paediatrics (PICU) 
                                                    Paediatric Care","FNB (Paediatrics Intensive Care) , M.D.(Paediatrics) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/critical-care-paediatrics-picu/doctor/dr-karan-ahluwalia"
572,"Dr. Krishan Kumar Singh Gulia","Ophthalmology","M.D ( Anaesthesiology ) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/opthalmology/doctor/dr-krishan-kumar-singh-gulia"
573,"Dr. Meera Luthra","Paediatric Surgery &  Pediatric Urology 
                                                    Paediatric Care","","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatrics/doctor/dr-meera-luthra"
574,"Dr. Meera Luthra","Paediatric Surgery &  Pediatric Urology 
                                                    Paediatric Care","","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/surgery-and-urology/doctor/dr-meera-luthra"
575,"Dr. Mona Kulpati","General Paediatrics 
                                                    Paediatric Care","MRCPCH , DCH , DNB Training Completion Certificate in paediatrics , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatrics/doctor/dr-mona-kulpati"
576,"Dr. Mona Kulpati","General Paediatrics 
                                                    Paediatric Care","MRCPCH , DCH , DNB Training Completion Certificate in paediatrics , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/general/doctor/dr-mona-kulpati"
577,"Dr. Nidhi Verma","Ophthalmology","MS (opthalmology) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/opthalmology/doctor/dr-nidhi-verma"
578,"Dr. Pankaj Bajpai","Clinical & Preventive Cardiology 
                                                    Cardiac Care","Fellowship , M.D. (paediatrics) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-pankaj-bajpai"
579,"Dr. Pankaj Bajpai","Clinical & Preventive Cardiology 
                                                    Cardiac Care","Fellowship , M.D. (paediatrics) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/clinical-preventive/doctor/dr-pankaj-bajpai"
580,"Dr. Praney Gupta","Paediatric Surgery &  Pediatric Urology 
                                                    Paediatric Care","M.Ch Peadiatric surgery , M.S General Surgery , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatrics/doctor/dr-praney-gupta"
581,"Dr. Praney Gupta","Paediatric Surgery &  Pediatric Urology 
                                                    Paediatric Care","M.Ch Peadiatric surgery , M.S General Surgery , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/surgery-and-urology/doctor/dr-praney-gupta"
582,"Dr. Prashant Vilas Bhangui","Liver Transplant","Masters in Hepatobiliary & Pancreatic Surgery , European Inter University Diploma in Hepato-Biliary-Pancreatic Cancers: Oncosurgical Strategies , M.S. (General Surgery) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/liver-transplantation/doctor/dr-prashant-vilas-bhangui"
583,"Dr. Praveen Khilnani","General Paediatrics 
                                                    Critical Care Paediatrics (PICU) 
                                                    Paediatric Pulmonology 
                                                    Paediatric Care","MBBS , MD (Anesthesia) , paediatrics Residency , Pediatric Critical Care Fellowship: Pediatric Cardiac Intensive Care","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatrics/doctor/dr-praveen-khilnani"
607,"Dr. Hari Prasad Yadav","Gastroenterology 
                                                    Gastrosciences","DM Gastroenterology , MD Medicine , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/indore-hospital/speciality/gastroenterology/doctor/dr-hari-prasad-yadav"
584,"Dr. Praveen Khilnani","General Paediatrics 
                                                    Critical Care Paediatrics (PICU) 
                                                    Paediatric Pulmonology 
                                                    Paediatric Care","MBBS , MD (Anesthesia) , paediatrics Residency , Pediatric Critical Care Fellowship: Pediatric Cardiac Intensive Care","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/general/doctor/dr-praveen-khilnani"
585,"Dr. Praveen Khilnani","General Paediatrics 
                                                    Critical Care Paediatrics (PICU) 
                                                    Paediatric Pulmonology 
                                                    Paediatric Care","MBBS , MD (Anesthesia) , paediatrics Residency , Pediatric Critical Care Fellowship: Pediatric Cardiac Intensive Care","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/critical-care-paediatrics-picu/doctor/dr-praveen-khilnani"
586,"Dr. Praveen Khilnani","General Paediatrics 
                                                    Critical Care Paediatrics (PICU) 
                                                    Paediatric Pulmonology 
                                                    Paediatric Care","MBBS , MD (Anesthesia) , paediatrics Residency , Pediatric Critical Care Fellowship: Pediatric Cardiac Intensive Care","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatric-pulmonology/doctor/dr-praveen-khilnani"
587,"Dr. Rahul Dey","Paediatric Surgery &  Pediatric Urology 
                                                    Paediatric Care","D.N.B (Paediatric Surgery) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatrics/doctor/dr-rahul-dey"
588,"Dr. Rahul Dey","Paediatric Surgery &  Pediatric Urology 
                                                    Paediatric Care","D.N.B (Paediatric Surgery) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/surgery-and-urology/doctor/dr-rahul-dey"
589,"Dr. Rajiv Parakh","Peripheral Vascular and Endovascular Sciences","FRCS , MS (Surgery) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/vascular-surgery/doctor/dr-rajiv-parakh"
590,"Dr. Rajiv Uttam","Paediatric Pulmonology 
                                                    Critical Care Paediatrics (PICU) 
                                                    Paediatric Care","Fellow of Indian College of Critical Care Medicine (FICCM) , MRCP (Paeds) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatrics/doctor/dr-rajiv-uttam"
591,"Dr. Rajiv Uttam","Paediatric Pulmonology 
                                                    Critical Care Paediatrics (PICU) 
                                                    Paediatric Care","Fellow of Indian College of Critical Care Medicine (FICCM) , MRCP (Paeds) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatric-pulmonology/doctor/dr-rajiv-uttam"
592,"Dr. Rajiv Uttam","Paediatric Pulmonology 
                                                    Critical Care Paediatrics (PICU) 
                                                    Paediatric Care","Fellow of Indian College of Critical Care Medicine (FICCM) , MRCP (Paeds) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/critical-care-paediatrics-picu/doctor/dr-rajiv-uttam"
593,"Dr. Rajiva Gupta","Rheumatology and Immunology","MRCP, (UK) , DNB , MD (Medicine) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/clinical-immunology-and-rheumatology/doctor/dr-rajiva-gupta"
594,"Dr. Rakesh Kumar Khazanchi","Plastic, Aesthetic and Reconstructive Surgery","Fellowship (Microsurgery) , Mch & (Plastic Surgery) , MS (Surgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/plastic-surgery/doctor/dr-rakesh-kumar-khazanchi"
595,"Dr. Ruchi Dhall","Neonatology 
                                                    Paediatric Care","IAP Neonatology Fellowship , DCH , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatrics/doctor/dr-ruchi-dhall"
596,"Dr. Ruchi Dhall","Neonatology 
                                                    Paediatric Care","IAP Neonatology Fellowship , DCH , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neonatology-nicu/doctor/dr-ruchi-dhall"
597,"Dr. Saurodip Maity","Paediatric Care","D.N.B Paediatrics , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatrics/doctor/dr-surodeep"
598,"Dr. Shandip Kumar Sinha","Paediatric Surgery &  Pediatric Urology 
                                                    Paediatric Care","M.ch (Paediatric Surgery) , Master of Surgery (General Surgery) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatrics/doctor/dr-shandip-kumar-sinha"
599,"Dr. Shandip Kumar Sinha","Paediatric Surgery &  Pediatric Urology 
                                                    Paediatric Care","M.ch (Paediatric Surgery) , Master of Surgery (General Surgery) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/surgery-and-urology/doctor/dr-shandip-kumar-sinha"
600,"Dr. Sudipto Pakrasi","Ophthalmology","MD (AIIMS) Ophthalmology,
DNBE,
M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/opthalmology/doctor/dr-sudipto-pakrasi"
601,"Dr. Sumit Bangeria","Lung Transplant","DrNB (Thoracic Surgery Gold Medalist) , FIAGES (Fellowship Of Indian Association of Gastrointestinal Endo Surgeons) , MS (General Surgery Gold Medalist) , MBBS (Gold Medalist)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/lung-transplantation-chest-surgery/doctor/dr-sumit-bangeria"
602,"Dr. Svati Bansal","Ophthalmology","Fellowship(Neuro opthalmology and Ocular Motility) , Fellowship (Oculoplasty & Facial Aesthetics) , Fellowship (Orbit Oculoplasty & Ocular Ooncology) , MS(opthalmology) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/opthalmology/doctor/dr-svati-bansal"
603,"Dr. Tarun Grover","Peripheral Vascular and Endovascular Sciences","FNBE (Peripheral Vascular & Endovascular Surgery) , MNAMS , D.N.B. (General Surgery) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/vascular-surgery/doctor/dr-tarun-grover"
604,"Dr. Virender K Sheorain","Peripheral Vascular and Endovascular Sciences","Fellowship in Pediatric Interventions , Fellowship in Neuro Interventions , Fellowship in Vascular and Interventional Radiology , Senior Residency in Vascular Interventions , M.D. (Radiology) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/vascular-surgery/doctor/dr-virender-k-sheorain"
605,"Dr. Vishakha Kapoor","Ophthalmology","D.N.B. (opthalmology) , M.S. (opthalmology) , Diploma (opthalmology) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/opthalmology/doctor/dr-vishakha-kapoor"
608,"Dr. Hari Prasad Yadav","Gastroenterology 
                                                    Gastrosciences","DM Gastroenterology , MD Medicine , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/indore-hospital/speciality/digestive-and-hepatobiliary/doctor/dr-hari-prasad-yadav"
609,"Dr. Namrata Kachhara","Gynaecology & Obstetrics","Underwent Fellowship in advanced laparoscopic surgery , Structured hands-on skill training programme in Robotic radical pelvic under Dr. N.P. Gupta , Hands on training program for Laparoscopic Radical Hysterectomy , Cadaver Workshop (Hands-on Training) & CME Gynec-oncology , Six month training in Ultrasound , Attended courses on “Minimally Invasive Surgery”; “Solid Organ Laparoscopy”; “Advance Hysteroscopic Surgery”; “Laparoscopic Suturing”; and “Microscopic Suturing Technique” , Faculty & Mentor (post-graduate thesis) for students of DNB (Diplomat of National Board) during Bombay Hospital tenure, Indore , DIL – Diploma in Laparoscopic , IARC International Course on Cancer Epidemiology Principles & Methods , International Cancer Technology Transfer Fellowship (ICRETT) by International Union Against Cancer (UICC) , Radical pelvic surgery & reconstruction- William J. Hoskin , IARC trained (Lyon, France); Cervical Cancer Prevention, , International course in Palliative Care , MS , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/indore-hospital/speciality/gynaecology/doctor/dr-namrata-kachhara"
610,"Dr. Vijay Kumar Soni","GI Surgery 
                                                    Gastrosciences","MBBS , MS (Surgery) , FEHS (Fellowship in Endoscopic Hernia Surgery) , FIAGES (Fellowship)","Medanta, IN","https://www.medanta.org/hospitals-near-me/indore-hospital/speciality/gastroenterology/doctor/dr-vijay-kumar-soni"
611,"Dr. Vijay Kumar Soni","GI Surgery 
                                                    Gastrosciences","MBBS , MS (Surgery) , FEHS (Fellowship in Endoscopic Hernia Surgery) , FIAGES (Fellowship)","Medanta, IN","https://www.medanta.org/hospitals-near-me/indore-hospital/speciality/gi-surgery/doctor/dr-vijay-kumar-soni"
612,"Dr. Vivek Sharma","GI Surgery 
                                                    Gastrosciences","Super-specialty D.N.B.(Eq to M. Ch.) Surgical Gastroenterology , M.S. Surgey , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/indore-hospital/speciality/gastroenterology/doctor/dr-vivek-sharma"
613,"Dr. Vivek Sharma","GI Surgery 
                                                    Gastrosciences","Super-specialty D.N.B.(Eq to M. Ch.) Surgical Gastroenterology , M.S. Surgey , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/indore-hospital/speciality/gi-surgery/doctor/dr-vivek-sharma"
614,"Dr. Ashok Rajgopal","Orthopaedics","F.R.C.S. , F.I.M.S.A. , M.Ch. (Ortho) , M.S. (Ortho) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/orthopaedics/doctor/dr-ashok-rajgopal"
615,"Dr. Attique Vasdev","Orthopaedics","Fellowship , M.S. (Orthopaedics) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/orthopaedics/doctor/dr-attique-vasdev"
616,"Dr. Raman Kant Aggarwal","Orthopaedics","Fellowship (Shoulder & Elbow Surgery) , MSc (Trauma & Orthopaedics and Health Services) , Fellowship (Hip & Knee replacements) , Fellowship (Advanced orthopaedic reconstruction for complex trauma) , M.S. (Orthopaedics) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/orthopaedics/doctor/dr-raman-kant-aggarwal"
617,"Dr. Sumit Kumar","Orthopaedics","M.S. (Orthopaedics) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/orthopaedics/doctor/dr-sumit-kumar"
618,"Dr. Vineesh Mathur","Orthopaedics","DNB , M.S. (Orthopaedics) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/orthopaedics/doctor/dr-vineesh-mathur"
619,"Dr. Vipin Chand Tyagi","Orthopaedics","Fellowship in Arthroplasty , D. Ortho , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/orthopaedics/doctor/dr-vipin-chand-tyagi"
620,"Dr. Vivek Dahiya","Orthopaedics","D.N.B. (Orthopaedics) , M.D. Physician","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/orthopaedics/doctor/dr-vivek-dahiya"
621,"Dr. Alok Kumar","Gastroenterology 
                                                    Gastrosciences","DM (Gastroenterology) , MD (Internal Medicine) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gastroenterology/doctor/dr-alok-kumar"
622,"Dr. Alok Kumar","Gastroenterology 
                                                    Gastrosciences","DM (Gastroenterology) , MD (Internal Medicine) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/digestive-and-hepatobiliary/doctor/dr-alok-kumar"
623,"Dr. Aakash Pandita","Neonatology & Child Development Center 
                                                    Paediatric Care","M.D Pediatrics, Doctorate in Neonatology (DrNB Neonatology)","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/paediatrics/doctor/dr-aakash-pandita"
624,"Dr. Aakash Pandita","Neonatology & Child Development Center 
                                                    Paediatric Care","M.D Pediatrics, Doctorate in Neonatology (DrNB Neonatology)","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neonatology/doctor/dr-aakash-pandita"
625,"Dr. Abhai Verma","Gastroenterology 
                                                    Gastrosciences","D.M. (Gastroenterology) , M.D. (Medicine) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gastroenterology/doctor/dr-abhai-verma"
626,"Dr. Abhai Verma","Gastroenterology 
                                                    Gastrosciences","D.M. (Gastroenterology) , M.D. (Medicine) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/digestive-and-hepatobiliary/doctor/dr-abhai-verma"
627,"Dr. Amit Agarwal","Cancer Care 
                                                    Endocrine and Breast Surgery","FRCS , Endocrine Surgery , Master of Surgery (general surgery)","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/oncology/doctor/dr-amit-agarwal"
628,"Dr. Anand Prakash","GI Surgery 
                                                    Gastrosciences","F.R.C.S. , F.A.C.S. , F.N.B. (Minimal Access Surgery) , D.N.B. (Surgery) , M.S. (Surgery) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gastroenterology/doctor/dr-anand-prakash"
629,"Dr. Anand Prakash","GI Surgery 
                                                    Gastrosciences","F.R.C.S. , F.A.C.S. , F.N.B. (Minimal Access Surgery) , D.N.B. (Surgery) , M.S. (Surgery) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gi-surgery/doctor/dr-anand-prakash"
630,"Dr. Anshul Gupta","Medical Oncology 
                                                    Cancer Care","Fellowship in Haemato-Oncology and Bone Marrow Transplant , FNB (Haemato-oncology) , MD (Paediatrics) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/oncology/doctor/dr-anshul-gupta"
631,"Dr. Anshul Gupta","Medical Oncology 
                                                    Cancer Care","Fellowship in Haemato-Oncology and Bone Marrow Transplant , FNB (Haemato-oncology) , MD (Paediatrics) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/medical-oncology/doctor/dr-anshul-gupta"
632,"Dr. Arvinder Gandhi","Internal Medicine","DNB MEDICINE , IDCCM , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/internal-medicine/doctor/dr-arvinder-gandhi"
633,"Dr. Ashish Tewari","Lab & Pathology","M.D. (Transfusion Medicine) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/lab-pathology/doctor/dr-ashish-tewari"
634,"Dr. Dharmendra Singh","Orthopaedics","D.N.B. (Orthopaedics) , D. Ortho. , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/orthopaedics/doctor/dr-dharmendera-singh"
635,"Dr. Durga Prasad","Paediatric Care","DM , PDCC , MD , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/paediatrics/doctor/dr-durga-prasad"
636,"Dr. Gaurav Chauhan","Radiology & Imaging","PDCC in Gastro-radiology and peripheral interventions , DNB Radio diagnosis , PDCC in Neuro Imaging and Neuro Interventions , MD Radio diagnosis , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/radiology/doctor/dr-gaurav-chauhan"
637,"Dr. Harshvardhan Atreya","Medical Oncology 
                                                    Cancer Care","DM (Medical Oncology) , MD (Internal Medicine) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/oncology/doctor/dr-harshvardhan-atreya"
638,"Dr. Harshvardhan Atreya","Medical Oncology 
                                                    Cancer Care","DM (Medical Oncology) , MD (Internal Medicine) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/medical-oncology/doctor/dr-harshvardhan-atreya"
639,"Dr. Hatif Qamar Siddiqui","Orthopaedics","MBBS , D.Ortho , Dnb Ortho","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/orthopaedics/doctor/dr-hatif-qamar-siddiqui"
640,"Dr. Ila Pandey","Internal Medicine","M.D. (Internal Medicine) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/internal-medicine/doctor/dr-ila-pandey"
641,"Dr. Jugendra Singh","Critical Care","MBBS M.D. MEDICINE , D.M.(PULMONARY MEDICINE)","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/critical-care/doctor/dr-jugendra-singh"
642,"Dr. Lokendra Gupta","Emergency","MRCEM (UK) , Fellow National Board Critical Care Medicine , M.D. (Anesthesiology) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/emergency/doctor/dr-lokendra-gupta"
643,"Dr. Lokesh Sharma","Paediatric Care","MBBS , MD (paediatrics) , PDCC (Pediatric Endocrinology)","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/paediatrics/doctor/dr-lokesh-kumar-sharma"
644,"Dr. Manish Gutch","Diabetes Care","D.M. (Endocrinology and Metabolism) , M.D. (Medicine) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/endocrinology-diabetology/doctor/dr-manish-gutch"
645,"Dr. Manjari Dwivedi","Diabetes Care","DM (Endocrinology) , MD (Internal Medicine) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/endocrinology-diabetology/doctor/dr-manjari-dwivedi"
646,"Dr. Meenu Gupta","Radiology & Imaging","FRCR , Fellowship in Oncoimaging and Interventions , MD Radiodiagnosis , DNB Radiodiagnosis , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/radiology/doctor/dr-meenu-gupta"
647,"Dr. Neelam Vinay","Gynaecology, Gynaeoncology & Obstetrics","FRCOG , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gynaecology/doctor/dr-neelam-vinay"
648,"Dr. Neeta Bhattacharya","Radiology & Imaging","M.D. (Radiology) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/radiology/doctor/dr-neeta-bhattacharya"
649,"Dr. Nishant Kumar Malviya","GI Surgery 
                                                    Gastrosciences","M. Ch. (Surgical Gastroenterology) , M.S. (General surgery)- UCMS & GTB Hospital , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gastroenterology/doctor/dr-nishant-kumar-malviya"
650,"Dr. Nishant Kumar Malviya","GI Surgery 
                                                    Gastrosciences","M. Ch. (Surgical Gastroenterology) , M.S. (General surgery)- UCMS & GTB Hospital , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gi-surgery/doctor/dr-nishant-kumar-malviya"
651,"Dr. Niti Singhal","Lab & Pathology","PDCC (Cytopathology) , D.N.B. (Pathology) , M.D. (Pathology) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/lab-pathology/doctor/dr-niti-singhal"
652,"Dr. Piyush","Head & Neck cancer 
                                                    Cancer Care","MDS , Head and Neck Oncosurgery Fellowship , Oral Oncosurgery Fellowship","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/oncology/doctor/dr-piyush"
653,"Dr. Piyush","Head & Neck cancer 
                                                    Cancer Care","MDS , Head and Neck Oncosurgery Fellowship , Oral Oncosurgery Fellowship","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/head-neck-cancer/doctor/dr-piyush"
654,"Dr. Ragini Sehgal Sethi","Dentistry","M.D.S.-UP Dental College,
Associate fellow in Implants-AAID-U.S.A.,
P.G. International Course from New York University (U.S.A.),
B.D.S.-B.R.S.Dental College and Heart Centre","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/dentistry/doctor/dr-ragini-sehgal-sethi"
655,"Dr. Resham Srivastava","Radiation Oncology 
                                                    Cancer Care","DNB (Radiation Oncology) , MD (Radiation Oncology) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/oncology/doctor/dr-resham-srivastava"
656,"Dr. Resham Srivastava","Radiation Oncology 
                                                    Cancer Care","DNB (Radiation Oncology) , MD (Radiation Oncology) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/radiation-oncology/doctor/dr-resham-srivastava"
657,"Dr. Rohit Agarwal","Radiology & Imaging","P.D.C.C. (Interventional & Gastro Radiology) , D.N.B. (Radiodiagnosis) , M.D. (Radiodiagnosis) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/radiology/doctor/dr-rohit-agarwal"
